Facility ID,Office name,Profit center,Reporting Office Nam,Pincode,Head Office,Division,TALUK,PLI Facility ID,SOL ID,WEGCODE,SUBDIVISION,Mobile,Plant,Latitude Actual,Longitude Actual,Delivery/Non-Deliver,Reporting Office,PLANT PORTAL,Storage Location Nam,Facility Type,Plant Name,Storage Location,PORTAL_STR_LOC,Address1,Region,Region_1,Circle,City
BO29103118006,Seekanankuppam BO,2912111806,Kuvathur SO,603305,Chengalpattu HO,Chengalpattu Division,MADURANTAKA,PM050101032,0,WEG08678,Chengalpattu East Sub Division,9381184415,T131,12.5102306,79.8849214,Delivery,Kuvathur SO,,B186,BO,,,,"3/34,Post Office Street,Seekanankuppam",Chennai City Region,,Tamil Nadu,CHENGALPATTU
BO29103118007,Vepancheri BO,2912111807,Kuvathur SO,603305,Chengalpattu HO,Chengalpattu Division,MADURANTAKAM,PM050101033,0,WEG08678,Chengalpattu East Sub Division,9381184415,T131,12.5102266,79.8849254,Delivery,Kuvathur SO,,B187,BO,,,,"4B,Chettiyar Street,Vepancheri",Chennai City Region,,Tamil Nadu,CHENGALPATTU
BO29103118008,Kodoovur B.O,,Kuvathur SO,603305,Chengalpattu HO,Chengalpattu Division,CHEYYUR,,0,,Chengalpattu East Sub Division,0,,,,,Kuvathur SO,,,BO,,,,Kodoovur,Chennai City Region,,Tamil Nadu,Chengalpattu
BO29103118009,Nerkunapattu B.O,,Kuvathur SO,603305,Chengalpattu HO,Chengalpattu Division,CHENGALPATTU,,0,,#N/A,0,,,,,Kuvathur SO,,,BO,,,,Nerkunapattu,Chennai City Region,,Tamil Nadu,Chengalpattu
BO29103119001,Arungunam BO,2912111901,Madurantakam SO,603306,Chengalpattu HO,Chengalpattu Division,MADURANTAKAM,PM050103043,0,WEG21332,#N/A,9751848829,T131,12.4940635,79.9157018,Delivery,Madurantakam SO,,B191,BO,,,,"164,Nadu Street,Arungunam",Chennai City Region,,Tamil Nadu,CHENGALPATTU
BO29103119002,Morapakkam BO,2912111902,Madurantakam SO,603306,Chengalpattu HO,Chengalpattu Division,MADURANTAKAM,PM050103044,0,WEG21332,Madurantakam Sub Division,8940380257,T131,12.5102266,79.8849254,Delivery,Madurantakam SO,,B192,BO,,,,"35,Mariamman Koil Street,Morapakkam",Chennai City Region,,Tamil Nadu,CHENGALPATTU
BO29103119003,Murugambakkam BO,2912111903,Madurantakam SO,603306,Chengalpattu HO,Chengalpattu Division,MADURANTAKAM,PM050103045,0,WEG21332,Chengalpattu East Sub Division,9943508670,T131,12.4910949,79.9584874,Delivery,Madurantakam SO,,B193,BO,,,,"1,Radhakrishnan Street,Murugambakkam",Chennai City Region,,Tamil Nadu,CHENGALPATTU
BO29103119004,New Mambakkam BO,2912111904,Madurantakam SO,603306,Chengalpattu HO,Chengalpattu Division,MADURANTAKA,PM050103046,0,WEG21332,Madurantakam Sub Division,8807161920,T131,12.52485,79.865,Non-Delivery,Madurantakam SO,,B194,BO,,,,"Pondy Road,Murugambakkam",Chennai City Region,,Tamil Nadu,CHENGALPATTU
BO29103119005,Pakkam BO,2912111905,Madurantakam SO,603306,Chengalpattu HO,Chengalpattu Division,MADURANTAKAM,PM050103047,0,WEG21332,Madurantakam Sub Division,9443446708,T131,12.4734174,79.8563087,Delivery,Madurantakam SO,,B195,BO,,,,"27,Mettu Street,Pakkam",Chennai City Region,,Tamil Nadu,CHENGALPATTU
BO29103119006,Perumbakkam BO,2912111906,Madurantakam SO,603306,Chengalpattu HO,Chengalpattu Division,MADURANTAKAM,PM050103048,0,WEG21332,Madurantakam Sub Division,8144138153,T131,12.9000272,80.1958645,Delivery,Madurantakam SO,,B196,BO,,,,"Iyer Street,Main Road,Perumbakkam",Chennai City Region,,Tamil Nadu,CHENGALPATTU
BO29103119007,Thatchur BO,2912111907,Madurantakam SO,603306,Chengalpattu HO,Chengalpattu Division,MADURANTAKA,PM050103050,0,WEG21332,Madurantakam Sub Division,9962430706,T131,12.5102246,79.8849274,Delivery,Madurantakam SO,,B197,BO,,,,"30,Post Office Street,Thatchur",Chennai City Region,,Tamil Nadu,CHENGALPATTU
BO29103119008,Unamalai BO,2912111908,Madurantakam SO,603306,Chengalpattu HO,Chengalpattu Division,MADURANTAKAM,PM050103051,0,WEG21332,Madurantakam Sub Division,9962430706,T131,12.5102246,79.8849274,Delivery,Madurantakam SO,,B198,BO,,,,"Middle Street,Unamalai",Chennai City Region,,Tamil Nadu,CHENGALPATTU
BO29103119009,Vanniarpettai B.O,,Madurantakam SO,603306,Chengalpattu HO,Chengalpattu Division,Maduranthakam,,0,,Madurantakam Sub Division,0,,,,Non-Delivery,Madurantakam SO,,,BO,,,,Vanniarpettai B.O,Chennai City Region,,Tamil Nadu,Kanchipuram
BO29103119010,Veeranakunnam BO,2912111909,Madurantakam SO,603306,Chengalpattu HO,Chengalpattu Division,MADURANTAKAM,PM050103053,0,WEG21332,#N/A,9445250485,T131,12.5102296,79.8849224,Delivery,Madurantakam SO,,B19A,BO,,,,"245,Naidu Street,Veeranakunnam",Chennai City Region,,Tamil Nadu,CHENGALPATTU
BO29103119011,Murugambakkam B.O,,Madurantakam SO,603306,Chengalpattu HO,Chengalpattu Division,MADURANTAKAM,,0,,Chengalpattu East Sub Division,0,,,,,Madurantakam SO,,,BO,,,,Murugambakkam,Chennai City Region,,Tamil Nadu,Chengalpattu
BO29103121001,Kadambadi BO,2912112101,Mamallapuram SO,603104,Chengalpattu HO,Chengalpattu Division,TIRUKALIKUNDRAM,PM050101035,0,WEG21333,#N/A,9789043504,T131,12.63917,80.19266,Delivery,Mamallapuram SO,,B211,BO,,,,"95/1,Kulakkarai Street,Kadambadi",Chennai City Region,,Tamil Nadu,CHENGALPATTU
BO29103121002,Kokilamedu BO,2912112102,Mamallapuram SO,603104,Chengalpattu HO,Chengalpattu Division,TIRUKALILKUNDRAM,PM050101036,0,WEG21333,Chengalpattu East Sub Division,9840227416,T131,12.63917,80.19266,Delivery,Mamallapuram SO,,B212,BO,,,,"8,Gangaiamman Koil Street,Kokilamedu",Chennai City Region,,Tamil Nadu,CHENGALPATTU
BO29103121003,Koothavakkam BO,2912112103,Mamallapuram SO,603104,Chengalpattu HO,Chengalpattu Division,TIRUPORUR,PM050101037,0,WEG21333,Madurantakam Sub Division,9283699065,T131,12.63917,80.19266,Delivery,Mamallapuram SO,,B213,BO,,,,"4/235.OMR Road,Koothavakkam",Chennai City Region,,Tamil Nadu,CHENGALPATTU
BO29103121004,Pattipulam BO,2912112104,Mamallapuram SO,603104,Chengalpattu HO,Chengalpattu Division,TIRUKALIKUNDRAM,PM050101038,0,WEG21333,Chengalpattu East Sub Division,9941069811,T131,12.6645405,80.2042336,Delivery,Mamallapuram SO,,B214,BO,,,,"55,Gramani Street,Pattipulam",Chennai City Region,,Tamil Nadu,CHENGALPATTU
BO29103121005,Perur BO,2912112105,Mamallapuram SO,603104,Chengalpattu HO,Chengalpattu Division,CHENGALPATTU,PM050101039,0,WEG21333,Chengalpattu East Sub Division,9176282330,T131,12.7121476,80.2251553,Delivery,Mamallapuram SO,,B215,BO,,,,"186,Bajanai Koil Street,Perur",Chennai City Region,,Tamil Nadu,CHENGALPATTU
BO29103121006,Poonjeri BO,2912112106,Mamallapuram SO,603104,Chengalpattu HO,Chengalpattu Division,TIRUPORUR,PM050101040,0,WEG21333,Chengalpattu East Sub Division,8807184012,T131,12.6159568,80.1756411,Delivery,Mamallapuram SO,,B216,BO,,,,"24,Bharathi Street,Poonjeri",Chennai City Region,,Tamil Nadu,CHENGALPATTU
BO29103121007,Vadakadambadi BO,2912112107,Mamallapuram SO,603104,Chengalpattu HO,Chengalpattu Division,TIRUKALIKUNDRAM,PM050101041,0,WEG21333,Chengalpattu East Sub Division,9176035905,T131,12.63917,80.19266,Delivery,Mamallapuram SO,,B217,BO,,,,"56,Pillaiyar Koil Street,Vadakadambadi",Chennai City Region,,Tamil Nadu,CHENGALPATTU
BO29103121008,Zamin Paiyanur BO,2912112108,Mamallapuram SO,603104,Chengalpattu HO,Chengalpattu Division,CHENGALPATTU,PM050101042,0,WEG21333,Chengalpattu East Sub Division,9940436692,T131,12.63917,80.19266,Delivery,Mamallapuram SO,,B218,BO,,,,"2/3,Pillaiyar Koil Street,Zamin Paiyanur",Chennai City Region,,Tamil Nadu,CHENGALPATTU
