Facility ID,Office name,Profit center,Reporting Office Nam,Pincode,Head Office,Division,TALUK,PLI Facility ID,SOL ID,WEGCODE,SUBDIVISION,Mobile,Plant,Latitude Actual,Longitude Actual,Delivery/Non-Deliver,Reporting Office,PLANT PORTAL,Storage Location Nam,Facility Type,Plant Name,Storage Location,PORTAL_STR_LOC,Address1,Region,Region_1,Circle,City
BO29210220001,Achamangalam B.O,2922822001,Pudupettai S.O,635651,Tirupattur H.O,Tirupattur Division,TIRUPATTUR,PW100202056,0,WEG21942,Tirupattur sub division,7598673717,T2A2,12.524829,78.544057,Delivery,Pudupettai S.O,,B201,BO,,,,"The BPM, Achamangalam B.O a/w Pudupettai","Western Region, Coimbatore",,Tamil Nadu,TIRUPATHUR
BO29210220002,Agraharam B.O,2922822002,Pudupettai S.O,635651,Tirupattur H.O,Tirupattur Division,NATRAMPALLI,PW100202057,0,WEG21942,Tirupattur sub division,9789432469,T2A2,12.549184,78.508062,Delivery,Pudupettai S.O,,B202,BO,,,,"The BPM, Agraharam B.O a/w Pudupettai S.","Western Region, Coimbatore",,Tamil Nadu,TIRUPATHUR
BO29210220003,Chandrapuram B.O,2922822003,Pudupettai S.O,635651,Tirupattur H.O,Tirupattur Division,NATRAMPALLI,PW100202058,0,WEG21942,Tirupattur sub division,8012088150,T2A2,12.510495,78.47904,Delivery,Pudupettai S.O,,B203,BO,,,,"The BPM, Chandrapuram B.O a/w Pudupettai","Western Region, Coimbatore",,Tamil Nadu,TIRUPATHUR
BO29210220004,Jayapuram B.O,2922822004,Pudupettai S.O,635651,Tirupattur H.O,Tirupattur Division,NATRAMPALLI,PW100202059,0,WEG21942,Tirupattur sub division,9751935047,T2A2,12.516761,78.486743,Delivery,Pudupettai S.O,,B204,BO,,,,"The BPM, Jayapuram B.O a/w Pudupettai S.","Western Region, Coimbatore",,Tamil Nadu,TIRUPATHUR
BO29210220005,Mukkanur B.O,2922822005,Pudupettai S.O,635651,Tirupattur H.O,Tirupattur Division,NATRAMPALLI,PW100202061,0,WEG21942,Tirupattur sub division,9787944504,T2A2,12.533294,78.52364,Delivery,Pudupettai S.O,,B205,BO,,,,"The BPM, Mukkanur B.O a/w Pudupettai S.O","Western Region, Coimbatore",,Tamil Nadu,TIRUPATHUR
BO29210220006,Paniyandapalli B.O,2922822006,Pudupettai S.O,635651,Tirupattur H.O,Tirupattur Division,NATRAMPALLI,PW100202062,0,WEG21942,Tirupattur sub division,9486257290,T2A2,12.530608,78.487382,Delivery,Pudupettai S.O,,B206,BO,,,,"The BPM, Paniyandapalli B.O a/w Pudupett","Western Region, Coimbatore",,Tamil Nadu,TIRUPATHUR
BO29210220007,Parandapalli B.O,2922822007,Pudupettai S.O,635651,Tirupattur H.O,Tirupattur Division,NATRAMPALLI,PW100202063,0,WEG21942,Tirupattur sub division,9047935701,T2A2,12.501591,78.499511,Delivery,Pudupettai S.O,,B207,BO,,,,"The BPM, Parandapalli B.O a/w Pudupettai","Western Region, Coimbatore",,Tamil Nadu,TIRUPATHUR
BO29210220008,Periyakonapattu B.O,2922822008,Pudupettai S.O,635651,Tirupattur H.O,Tirupattur Division,NATRAMPALLI,PW100202064,0,WEG21942,Tirupattur sub division,9486962519,T2A2,12.51218,78.526064,Delivery,Pudupettai S.O,,B208,BO,,,,"The BPM, Periyakonapattu B.O a/w Pudupet","Western Region, Coimbatore",,Tamil Nadu,TIRUPATHUR
BO29210220009,Puthagaram B.O,2922822009,Pudupettai S.O,635651,Tirupattur H.O,Tirupattur Division,NATRAMPALLI,PW100202065,0,WEG21942,Tirupattur sub division,8098589100,T2A2,12.502363,78.512074,Delivery,Pudupettai S.O,,B209,BO,,,,"The BPM, Puthagaram B.O a/w Pudupettai S","Western Region, Coimbatore",,Tamil Nadu,TIRUPATHUR
BO29210220010,Veppalnatham B.O,2922822010,Pudupettai S.O,635651,Tirupattur H.O,Tirupattur Division,NATRAMPALLI,PW100202067,0,WEG21942,Tirupattur sub division,8122280430,T2A2,12.52985,78.459599,Delivery,Pudupettai S.O,,B20A,BO,,,,"The BPM, Veppalnatham B.O a/w Pudupettai","Western Region, Coimbatore",,Tamil Nadu,TIRUPATHUR
BO29210221001,Chinnavattanur B.O,2922822801,Matrapalli S.O,635655,Tirupattur H.O,Tirupattur Division,TIRUPATTUR,PW100202108,0,WEG09196,Tirupattur sub division,7639324332,T2A2,12.471196,78.700604,Delivery,Matrapalli S.O,,B30G,BO,,,,"The BPM, Chinnavattanur B.O a/w Matrapal","Western Region, Coimbatore",,Tamil Nadu,TIRUPATHUR
BO29210221002,Chittoor B.O,2922822802,Matrapalli S.O,635655,Tirupattur H.O,Tirupattur Division,TIRUPATTUR,PW100202109,0,WEG09196,Tirupattur sub division,9047132570,T2A2,12.390483,78.682033,Delivery,Matrapalli S.O,,B302,BO,,,,"The BPM, Chittoor B.O a/w Matrapalli SO","Western Region, Coimbatore",,Tamil Nadu,TIRUPATHUR
BO29210221003,Kambugudi B.O,2922822803,Matrapalli S.O,635655,Tirupattur H.O,Tirupattur Division,TIRUPATTUR,PW100202110,0,WEG09196,Tirupattur sub division,9047523258,T2A2,12.487772,78.744936,Delivery,Matrapalli S.O,,B303,BO,,,,"The BPM, Kambugudi B.O a/w Matrapalli SO","Western Region, Coimbatore",,Tamil Nadu,TIRUPATHUR
BO29210221004,Kilanur B.O,2922822804,Matrapalli S.O,635655,Tirupattur H.O,Tirupattur Division,TIRUPATTUR,PW100202112,0,WEG09196,Tirupattur sub division,9500176827,T2A2,12.428248,78.686893,Delivery,Matrapalli S.O,,B304,BO,,,,"The BPM, Kilanur B.O a/w Matrapalli SO","Western Region, Coimbatore",,Tamil Nadu,TIRUPATHUR
BO29210221005,Kilur B.O,2922822805,Matrapalli S.O,635655,Tirupattur H.O,Tirupattur Division,TIRUPATTUR,PW100202111,0,WEG09196,Gudiyattam sub division,9159287075,T2A2,12.369438,78.696794,Delivery,Matrapalli S.O,,B305,BO,,,,"The BPM, Kilur B.O a/w Matrapalli SO","Western Region, Coimbatore",,Tamil Nadu,TIRUPATHUR
BO29210221006,Kombai B.O,2922822806,Matrapalli S.O,635655,Tirupattur H.O,Tirupattur Division,TIRUPATTUR,PW100202113,0,WEG09196,Tirupattur sub division,9787962007,T2A2,12.382312,78.705205,Delivery,Matrapalli S.O,,B306,BO,,,,"The BPM, Kombai B.O a/w Matrapalli SO","Western Region, Coimbatore",,Tamil Nadu,TIRUPATHUR
BO29210221007,Malaiyandipatti B.O,2922822807,Matrapalli S.O,635655,Tirupattur H.O,Tirupattur Division,TIRUPATTUR,PW100202114,0,WEG09196,Tirupattur sub division,9787463597,T2A2,12.322842,78.67882,Delivery,Matrapalli S.O,,B307,BO,,,,"The BPM, Malaiyandipatti B.O a/w Matrapa","Western Region, Coimbatore",,Tamil Nadu,TIRUPATHUR
BO29210221008,Melpattu B.O,2922822808,Matrapalli S.O,635655,Tirupattur H.O,Tirupattur Division,TIRUPATTUR,PW100202115,0,WEG09196,Tirupattur sub division,9787463824,T2A2,12.377773,78.665773,Delivery,Matrapalli S.O,,B308,BO,,,,"The BPM, Melpattu B.O a/w Matrapalli SO","Western Region, Coimbatore",,Tamil Nadu,TIRUPATHUR
BO29210221009,Nadukuppam B.O,2922822809,Matrapalli S.O,635655,Tirupattur H.O,Tirupattur Division,TIRUPATTUR,PW100202116,0,WEG09196,Tirupattur sub division,9047490462,T2A2,12.412456,78.722952,Delivery,Matrapalli S.O,,B309,BO,,,,"The BPM, Nadukuppam B.O a/w Matrapalli S","Western Region, Coimbatore",,Tamil Nadu,TIRUPATHUR
BO29210221010,Nellipattu B.O,2922822810,Matrapalli S.O,635655,Tirupattur H.O,Tirupattur Division,TIRUPATTUR,PW100202117,0,WEG09196,Tirupattur sub division,8144365048,T2A2,12.321468,78.645861,Delivery,Matrapalli S.O,,B30A,BO,,,,"The BPM, Nellipattu B.O a/w Matrapalli S","Western Region, Coimbatore",,Tamil Nadu,TIRUPATHUR
BO29210221011,Nellivasalnadu B.O,2922822811,Matrapalli S.O,635655,Tirupattur H.O,Tirupattur Division,TIRUPATTUR,PW100202118,0,WEG09196,Tirupattur sub division,9047248751,T2A2,12.331768,78.661653,Delivery,Matrapalli S.O,,B30B,BO,,,,"The BPM, Nellivasalnadu B.O a/w Matrapal","Western Region, Coimbatore",,Tamil Nadu,TIRUPATHUR
BO29210221012,Palayapalayam B.O,2922822812,Matrapalli S.O,635655,Tirupattur H.O,Tirupattur Division,TIRUPATTUR,PW100202119,0,WEG09196,Tirupattur sub division,9786042528,T2A2,12.469544,78.741395,Delivery,Matrapalli S.O,,B30C,BO,,,,"The BPM, Palayapalayam B.O a/w Matrapall","Western Region, Coimbatore",,Tamil Nadu,TIRUPATHUR
BO29210221013,Perumpalli B.O,2922822813,Matrapalli S.O,635655,Tirupattur H.O,Tirupattur Division,TIRUPATTUR,PW100202120,0,WEG09196,Tirupattur sub division,0,T2A2,12.457452,78.694274,Delivery,Matrapalli S.O,,B30D,BO,,,,"The BPM, Perumpalli B.O a/w Matrapalli S","Western Region, Coimbatore",,Tamil Nadu,TIRUPATHUR
BO29210221014,Puliyur Tpt B.O,2922822814,Matrapalli S.O,635655,Tirupattur H.O,Tirupattur Division,TIRUPATTUR,PW100202121,0,WEG09196,Tirupattur sub division,9751606990,T2A2,12.354917,78.678524,Delivery,Matrapalli S.O,,B30E,BO,,,,"The BPM, Puliyur Tpt B.O a/w Matrapalli","Western Region, Coimbatore",,Tamil Nadu,TIRUPATHUR
BO29210221015,Thagarakuppam B.O,2922822815,Matrapalli S.O,635655,Tirupattur H.O,Tirupattur Division,TIRUPATTUR,PW100202122,0,WEG09196,Tirupattur sub division,9751749431,T2A2,12.452506,78.730173,Delivery,Matrapalli S.O,,B30F,BO,,,,"The BPM, Thagarakuppam B.O a/w Matrapall","Western Region, Coimbatore",,Tamil Nadu,TIRUPATHUR
BO29210223001,Kakangarai R.S. B.O,2922822201,Sundarampalli S.O,635654,Tirupattur H.O,Tirupattur Division,TIRUPATTUR,PW100202069,0,WEG09200,Tirupattur sub division,9443153417,T2A2,12.426276,78.473304,Delivery,Sundarampalli S.O,,B231,BO,,,,"The BPM, Kakangarai R.S. B.O a/w Sundara","Western Region, Coimbatore",,Tamil Nadu,TIRUPATHUR
BO29210223002,Lakkinaickenpatti B.O,2922822202,Sundarampalli S.O,635654,Tirupattur H.O,Tirupattur Division,TIRUPATTUR,PW100202008,0,WEG09200,Vaniyambadi sub division,9445200434,T2A2,12.460563,78.50436,Delivery,Sundarampalli S.O,,B232,BO,,,,"The BPM, Lakkinaickenpatti B.O a/w Sunda","Western Region, Coimbatore",,Tamil Nadu,TIRUPATHUR
BO29210223003,Natham B.O,2922822203,Sundarampalli S.O,635654,Tirupattur H.O,Tirupattur Division,TIRUPATTUR,PW100202070,0,WEG09200,Tirupattur sub division,9626541176,T2A2,12.409949,78.47194,Delivery,Sundarampalli S.O,,B233,BO,,,,"The BPM, Natham B.O a/w Sundarampalli S.","Western Region, Coimbatore",,Tamil Nadu,TIRUPATHUR
BO29210223004,Periyakannalapatti B.O,2922822204,Sundarampalli S.O,635654,Tirupattur H.O,Tirupattur Division,TIRUPATTUR,PW100202071,0,WEG09200,Tirupattur sub division,9976906882,T2A2,12.447249,78.487056,Delivery,Sundarampalli S.O,,B234,BO,,,,"The BPM, Periyakannalapatti B.O a/w Sund","Western Region, Coimbatore",,Tamil Nadu,TIRUPATHUR
BO29210223005,Sevathur B.O,2922822205,Sundarampalli S.O,635654,Tirupattur H.O,Tirupattur Division,TIRUPATTUR,PW100202072,0,WEG09200,Vaniyambadi sub division,8087540881,T2A2,12.428023,78.512462,Delivery,Sundarampalli S.O,,B235,BO,,,,"The BPM, Sevathur B.O a/w Sundarampalli","Western Region, Coimbatore",,Tamil Nadu,TIRUPATHUR
BO29210224001,Adiyur B.O,2922822301,Tirupattur Bazaar S.O,635602,Tirupattur H.O,Tirupattur Division,TIRUPATHUR,PW100202002,0,WEG21944,Tirupattur sub division,9150178558,T2A2,12.470219,78.555816,Delivery,Tirupattur Bazaar S.O,,B241,BO,,,,"The BPM, Adiyur B.O a/w Tirupattur Bazaa","Western Region, Coimbatore",,Tamil Nadu,TIRUPATHUR
BO29210224002,Christukula Ashram B.O,2922822302,Tirupattur Bazaar S.O,635602,Tirupattur H.O,Tirupattur Division,TIRUPATHUR,PW100202003,0,WEG21944,Tirupattur sub division,9566400801,T2A2,12.501247,78.543885,Delivery,Tirupattur Bazaar S.O,,B242,BO,,,,"The BPM, Christukula Ashram B.O a/w Tiru","Western Region, Coimbatore",,Tamil Nadu,TIRUPATHUR
BO29210224003,Elavampatti B.O,2922822303,Tirupattur Bazaar S.O,635602,Tirupattur H.O,Tirupattur Division,TIRUPATTUR,PW100202004,0,WEG21944,Tirupattur sub division,9715793690,T2A2,12.445522,78.546696,Delivery,Tirupattur Bazaar S.O,,B243,BO,,,,"The BPM, Elavampatti B.O a/w Tirupattur","Western Region, Coimbatore",,Tamil Nadu,TIRUPATHUR
BO29210224004,Kadirimangalam B.O,2922822304,Tirupattur Bazaar S.O,635602,Tirupattur H.O,Tirupattur Division,TIRUPATTUR,PW100202005,0,WEG21944,Tirupattur sub division,9488982791,T2A2,12.494799,78.528961,Delivery,Tirupattur Bazaar S.O,,B244,BO,,,,"The BPM, Kadirimangalam B.O a/w Tirupatt","Western Region, Coimbatore",,Tamil Nadu,TIRUPATHUR
BO29210224005,Karuppanur B.O,2922822305,Tirupattur Bazaar S.O,635602,Tirupattur H.O,Tirupattur Division,TIRUPATHUR,PW100202006,0,WEG21944,Tirupattur sub division,9894919157,T2A2,12.514229,78.585513,Delivery,Tirupattur Bazaar S.O,,B245,BO,,,,"The BPM, Karuppanur B.O a/w Tirupattur B","Western Region, Coimbatore",,Tamil Nadu,TIRUPATHUR
BO29210224006,Koratti B.O,2922822306,Tirupattur Bazaar S.O,635602,Tirupattur H.O,Tirupattur Division,TIRUPATTUR,PW100202007,0,WEG21944,Tirupattur sub division,9488657272,T2A2,12.42357,78.554775,Delivery,Tirupattur Bazaar S.O,,B246,BO,,,,"The BPM, Koratti B.O a/w Tirupattur Baza","Western Region, Coimbatore",,Tamil Nadu,TIRUPATHUR
BO29210224007,Pachal B.O,2922822307,Tirupattur Bazaar S.O,635602,Tirupattur H.O,Tirupattur Division,TIRUPATTUR,PW100202009,0,WEG21944,Tirupattur sub division,9994708825,T2A2,12.511246,78.555826,Delivery,Tirupattur Bazaar S.O,,B247,BO,,,,"The BPM, Pachal B.O a/w Tirupattur Bazaa","Western Region, Coimbatore",,Tamil Nadu,TIRUPATHUR
BO29210224008,Periyakunichi B.O,2922822308,Tirupattur Bazaar S.O,635602,Tirupattur H.O,Tirupattur Division,TIRUPATHUR,PW100202011,0,WEG21944,Tirupattur sub division,9751664137,T2A2,12.453794,78.522106,Delivery,Tirupattur Bazaar S.O,,B248,BO,,,,"The BPM, Periyakunichi B.O a/w Tirupattu","Western Region, Coimbatore",,Tamil Nadu,TIRUPATHUR
BO29210224009,Pudukottai B.O,2922822309,Tirupattur Bazaar S.O,635602,Tirupattur H.O,Tirupattur Division,TIRUPATHUR,PW100202012,0,WEG21944,Vaniyambadi sub division,9994555426,T2A2,12.50143,78.589965,Delivery,Tirupattur Bazaar S.O,,B249,BO,,,,"The BPM, Pudukottai B.O a/w Tirupattur B","Western Region, Coimbatore",,Tamil Nadu,TIRUPATHUR
BO29210224010,Thornampathy B.O,2922822310,Tirupattur Bazaar S.O,635602,Tirupattur H.O,Tirupattur Division,TIRUPATHUR,PW100202013,0,WEG21944,Tirupattur sub division,9500979381,T2A2,12.399495,78.543113,Delivery,Tirupattur Bazaar S.O,,B24A,BO,,,,"The BPM, Thornampathy B.O a/w Tirupattur","Western Region, Coimbatore",,Tamil Nadu,TIRUPATHUR
BO29210224011,Tirupattur Fort B.O,2922822311,Tirupattur Bazaar S.O,635602,Tirupattur H.O,Tirupattur Division,TIRUPATHUR,PW100202074,0,WEG21944,Tirupattur sub division,9443967621,T2A2,12.491108,78.576104,Non-Delivery,Tirupattur Bazaar S.O,,B24B,BO,,,,"The BPM, Tirupattur Fort B.O a/w Tirupat","Western Region, Coimbatore",,Tamil Nadu,TIRUPATHUR
BO29210226001,Chettiappanur B.O,2922822501,Vaniyambadi S.O,635751,Tirupattur H.O,Tirupattur Division,VANIYAMBADI,PW100203065,0,WEG21946,Tirupattur sub division,9444722681,T2A2,12.666064,78.606595,Delivery,Vaniyambadi S.O,,B261,BO,,,,"The BPM, Chettiappanur B.O a/w Vaniyamba","Western Region, Coimbatore",,Tamil Nadu,TIRUPATHUR
BO29210226002,Devasthanam B.O,2922822502,Vaniyambadi S.O,635751,Tirupattur H.O,Tirupattur Division,VANIYAMBADI,PW100203066,0,WEG21946,Tirupattur sub division,9092033369,T2A2,12.681974,78.597207,Delivery,Vaniyambadi S.O,,B262,BO,,,,"The BPM, Devasthanam B.O a/w Vaniyambadi","Western Region, Coimbatore",,Tamil Nadu,TIRUPATHUR
BO29210226003,Girisamudram B.O,2922822503,Vaniyambadi S.O,635751,Tirupattur H.O,Tirupattur Division,VANIYAMBADI,PW100203067,0,WEG21946,Vaniyambadi sub division,9443006055,T2A2,12.699323,78.639307,Delivery,Vaniyambadi S.O,,B263,BO,,,,"The BPM, Girisamudram B.O a/w Vaniyambad","Western Region, Coimbatore",,Tamil Nadu,TIRUPATHUR
BO29210226004,Kalendira B.O,2922822504,Vaniyambadi S.O,635751,Tirupattur H.O,Tirupattur Division,VANIYAMBADI,PW100203068,0,WEG21946,Vaniyambadi sub division,9043338019,T2A2,12.627976,78.605715,Delivery,Vaniyambadi S.O,,B264,BO,,,,"The BPM, Kalendira B.O a/w Vaniyambadi S","Western Region, Coimbatore",,Tamil Nadu,TIRUPATHUR
BO29210226005,Periyapet B.O,2922822505,Vaniyambadi S.O,635751,Tirupattur H.O,Tirupattur Division,VANIYAMBADI,PW100203069,0,WEG21946,Vaniyambadi sub division,9894064578,T2A2,12.679925,78.607743,Non-Delivery,Vaniyambadi S.O,,B265,BO,,,,"The BPM, Periyapet B.O a/w Vaniyambadi S","Western Region, Coimbatore",,Tamil Nadu,TIRUPATHUR
BO29210226006,Valayambattu B.O,2922822506,Vaniyambadi S.O,635751,Tirupattur H.O,Tirupattur Division,VANIYAMBADI,PW100203070,0,WEG21946,Vaniyambadi sub division,9443804505,T2A2,12.692918,78.634061,Delivery,Vaniyambadi S.O,,B266,BO,,,,"The BPM, Valayambattu B.O a/w Vaniyambad","Western Region, Coimbatore",,Tamil Nadu,TIRUPATHUR
BO29210227001,Agaram(TPT) B.O,2922822601,Vengalapuram S.O,635653,Tirupattur H.O,Tirupattur Division,TIRUPATHUR,PW100202076,0,WEG21947,Vaniyambadi sub division,7502881129,T2A2,12.483202,78.617048,Delivery,Vengalapuram S.O,,B271,BO,,,,"The BPM, Agaram(TPT) B.O a/w Vengalapura","Western Region, Coimbatore",,Tamil Nadu,TIRUPATHUR
BO29210227002,Bommikuppam B.O,2922822602,Vengalapuram S.O,635653,Tirupattur H.O,Tirupattur Division,TIRUPATTUR,PW100202077,0,WEG21947,Vaniyambadi sub division,9787463500,T2A2,12.460778,78.623303,Delivery,Vengalapuram S.O,,B272,BO,,,,"The BPM, Bommikuppam B.O a/w Vengalapura","Western Region, Coimbatore",,Tamil Nadu,TIRUPATHUR
BO29210227003,Chinnasamudram B.O,2922822603,Vengalapuram S.O,635653,Tirupattur H.O,Tirupattur Division,TIRUPATHUR,PW100202078,0,WEG21947,Tirupattur sub division,9952666761,T2A2,12.503898,78.631071,Delivery,Vengalapuram S.O,,B273,BO,,,,"The BPM, Chinnasamudram B.O a/w Vengalap","Western Region, Coimbatore",,Tamil Nadu,TIRUPATHUR
BO29210227004,Kodumampalli B.O,2922822604,Vengalapuram S.O,635653,Tirupattur H.O,Tirupattur Division,TIRUPATHUR,PW100202079,0,WEG21947,Tirupattur sub division,7502669201,T2A2,12.46184,78.654213,Delivery,Vengalapuram S.O,,B274,BO,,,,"The BPM, Kodumampalli B.O a/w Vengalapur","Western Region, Coimbatore",,Tamil Nadu,TIRUPATHUR
BO29210227005,Kurumbakeri B.O,2922822605,Vengalapuram S.O,635653,Tirupattur H.O,Tirupattur Division,TIRUPATHUR,PW100202080,0,WEG21947,Tirupattur sub division,9943308741,T2A2,12.506151,78.602897,Delivery,Vengalapuram S.O,,B275,BO,,,,"The BPM, Kurumbakeri B.O a/w Vengalapura","Western Region, Coimbatore",,Tamil Nadu,TIRUPATHUR
BO29210227006,Madavalam B.O,2922822606,Vengalapuram S.O,635653,Tirupattur H.O,Tirupattur Division,TIRUPATHUR,PW100202081,0,WEG21947,Tirupattur sub division,9095231376,T2A2,12.490551,78.602918,Delivery,Vengalapuram S.O,,B276,BO,,,,"The BPM, Madavalam B.O a/w Vengalapuram","Western Region, Coimbatore",,Tamil Nadu,TIRUPATHUR
BO29210227007,Rachamangalam B.O,2922822607,Vengalapuram S.O,635653,Tirupattur H.O,Tirupattur Division,TIRUPATTUR,PW100202083,0,WEG21947,Gudiyattam sub division,8903904940,T2A2,12.460725,78.623367,Delivery,Vengalapuram S.O,,B277,BO,,,,"The BPM, Rachamangalam B.O a/w Vengalapu","Western Region, Coimbatore",,Tamil Nadu,TIRUPATHUR
BO29210227008,Rajapalayam B.O,2922822608,Vengalapuram S.O,635653,Tirupattur H.O,Tirupattur Division,TIRUPATHUR,PW100202084,0,WEG21947,Tirupur South Sub Division,9944399490,T2A2,12.481582,78.644771,Delivery,Vengalapuram S.O,,B278,BO,,,,"The BPM, Rajapalayam B.O a/w Vengalapura","Western Region, Coimbatore",,Tamil Nadu,TIRUPATHUR
BO29210227009,Selandampalli B.O,2922822609,Vengalapuram S.O,635653,Tirupattur H.O,Tirupattur Division,TIRUPATHUR,PW100202085,0,WEG21947,Tirupattur sub division,9843314922,T2A2,12.484725,78.608755,Delivery,Vengalapuram S.O,,B279,BO,,,,"The BPM, Selandampalli B.O a/w Vengalapu","Western Region, Coimbatore",,Tamil Nadu,TIRUPATHUR
BO29210227010,Thimmanamuthur B.O,2922822610,Vengalapuram S.O,635653,Tirupattur H.O,Tirupattur Division,TIRUPATHUR,PW100202086,0,WEG21947,Tirupattur sub division,9789547651,T2A2,12.447904,78.608712,Delivery,Vengalapuram S.O,,B27A,BO,,,,"The BPM, Thimmanamuthur B.O a/w Vengalap","Western Region, Coimbatore",,Tamil Nadu,TIRUPATHUR
BO29210228001,Jamnapudur B.O,2922822701,Vishamangalam S.O,635652,Tirupattur H.O,Tirupattur Division,TIRUPATHUR,PW100202089,0,WEG21948,Tirupattur sub division,7845861955,T2A2,12.424268,78.62095,Delivery,Vishamangalam S.O,,B281,BO,,,,"The BPM, Jamnapudur B.O a/w Vishamangala","Western Region, Coimbatore",,Tamil Nadu,TIRUPATHUR
BO29210228002,Kurumberi B.O,2922822702,Vishamangalam S.O,635652,Tirupattur H.O,Tirupattur Division,TIRUPATTUR,PW100202093,0,WEG21948,Tirupattur sub division,7402066477,T2A2,12.386127,78.608505,Delivery,Vishamangalam S.O,,B282,BO,,,,"The BPM, Kurumberi B.O a/w Vishamangalam","Western Region, Coimbatore",,Tamil Nadu,TIRUPATHUR
BO29210228003,Matrapalli B.O,,Vishamangalam S.O,635652,Tirupattur H.O,Tirupattur Division,TIRUPATTUR,,0,,Tirupattur sub division,0,,,,Delivery,Vishamangalam S.O,,,BO,,,,Matrapalli B.O,"Western Region, Coimbatore",,Tamil Nadu,Vellore
BO29210228004,Nayakkanur B.O,2922822703,Vishamangalam S.O,635652,Tirupattur H.O,Tirupattur Division,TIRUPATTUR,PW100202096,0,WEG21948,#N/A,7540046177,T2A2,12.396287,78.566705,Delivery,Vishamangalam S.O,,B284,BO,,,,"The BPM, Nayakkanur B.O a/w Vishamangala","Western Region, Coimbatore",,Tamil Nadu,TIRUPATHUR
BO29210228005,Perambattu B.O,2922822704,Vishamangalam S.O,635652,Tirupattur H.O,Tirupattur Division,TIRUPATHUR,PW100202099,0,WEG21948,Tirupattur sub division,9677975544,T2A2,12.380715,78.592873,Delivery,Vishamangalam S.O,,B285,BO,,,,"The BPM, Perambattu B.O a/w Vishamangala","Western Region, Coimbatore",,Tamil Nadu,TIRUPATHUR
BO29210228006,Simnapudur B.O,2922822705,Vishamangalam S.O,635652,Tirupattur H.O,Tirupattur Division,TIRUPATTUR,PW100202101,0,WEG21948,Tirupattur sub division,9789242320,T2A2,12.356687,78.611166,Delivery,Vishamangalam S.O,,B286,BO,,,,"The BPM, Simnapudur B.O a/w Vishamangala","Western Region, Coimbatore",,Tamil Nadu,TIRUPATHUR
BO29210228007,Udayamuthur B.O,2922822706,Vishamangalam S.O,635652,Tirupattur H.O,Tirupattur Division,TIRUPATTUR,PW100202102,0,WEG21948,Tirupattur sub division,9952606461,T2A2,12.43563,78.58046,Delivery,Vishamangalam S.O,,B287,BO,,,,"The BPM, Udayamuthur B.O a/w Vishamangal","Western Region, Coimbatore",,Tamil Nadu,TIRUPATHUR
BO29210228008,Anganathavalasai B.O,2922822707,Vishamangalam S.O,635652,Tirupattur H.O,Tirupattur Division,TIRUPATTUR,PW100202105,0,WEG21948,Tirupattur sub division,9566992045,T2A2,12.404552,78.617021,Delivery,Vishamangalam S.O,,B288,BO,,,,"The BPM, Anganathavalasai B.O a/w Visham","Western Region, Coimbatore",,Tamil Nadu,TIRUPATHUR
BO29210230001,Pudur Nadu B.O,2922822816,Matrapalli S.O,635655,Tirupattur H.O,Tirupattur Division,TIRUPATTUR,PW100202107,0,WEG09196,Gudiyattam sub division,8870962596,T2A2,12.404419,78.687126,Delivery,Matrapalli S.O,,B301,BO,,,,"The BPM, Pudur Nadu B.O a/w Matrapalli S","Western Region, Coimbatore",,Tamil Nadu,TIRUPATHUR
BO29211101001,Dharapuram South BO,2922910101,Kolinjivadi SO,638673,Dharapuram HO,Tirupur Division,DHARAPURAM,PW030101004,0,,Tirupattur sub division,9443997442,T2B1,10.726662,77.5322,Non-Delivery,Kolinjivadi SO,,B08A,BO,,,,"NEAR MURUGAN KALYANA MANDAPAM, DHARAPURA","Western Region, Coimbatore",,Tamil Nadu,TIRUPPUR
BO29211101002,Hanumanthapuram BO,2922910102,Kolinjivadi SO,638673,Dharapuram HO,Tirupur Division,DHARAPURAM,PW030101005,0,,Tirupattur sub division,9868692402,T2B1,10.73623,77.53097,Non-Delivery,Kolinjivadi SO,,B08B,BO,,,,"NEAR ANJANEYAR TEMPLE, HANUMANTHAPUARM","Western Region, Coimbatore",,Tamil Nadu,TIRUPPUR
BO29211102001,Selampalayam BO,2922910201,Dalavoipatnam SO,638672,Dharapuram HO,Tirupur Division,DHARAPURAM,PW030101007,0,,Dharapuram Sub Division,9865906626,T2B1,10.68355,77.47025,Delivery,Dalavoipatnam SO,,B021,BO,,,,"NEAR SCHOOL, SELAMPALAYAM","Western Region, Coimbatore",,Tamil Nadu,TIRUPPUR
BO29211103001,Alangiam BO,2922910301,Ellisnagar SO,638657,Dharapuram HO,Tirupur Division,DHARAPURAM,PW030101002,0,,Dharapuram Sub Division,9488835076,T2B1,10.65604,77.49457,Delivery,Ellisnagar SO,,B031,BO,,,,"NEAR TEMPLE, ALANGIAM, ELLISNAGAR","Western Region, Coimbatore",,Tamil Nadu,TIRUPPUR
BO29211103002,Chinnakkampalayam BO,2922910302,Ellisnagar SO,638657,Dharapuram HO,Tirupur Division,DHARAPURAM,PW030101011,0,,#N/A,9715717670,T2B1,10.70645,77.45853,Delivery,Ellisnagar SO,,B032,BO,,,,"NEAR VAO OFFICE, CHINNAKKAMPALAYAM, ELLI","Western Region, Coimbatore",,Tamil Nadu,TIRUPPUR
